Typ,Kauf,Kcur,Verkauf,Vcur,Gebuhr,Gcur,Datum,Index,Trade Gruppe,Kommentar,Trade ID
Trade,0.26982417,DASH,0.00422715,BTC,0.00067625,DASH,25.01.2017 16:57,408,Exchange,,76443220
Trade,0.12249779,DASH,0.00191871,BTC,0.00030701,DASH,25.01.2017 16:57,409,Exchange,,76443219
Trade,0.60920415,DASH,0.00953919,BTC,0.00152683,DASH,25.01.2017 16:57,410,Exchange,,76443218
Trade,0.53158166,DASH,0.00832372,BTC,0.00133228,DASH,25.01.2017 16:57,411,Exchange,,76443217
Trade,0.51621668,DASH,0.00808304,BTC,0.00129378,DASH,25.01.2017 16:57,412,Exchange,,76443216
Trade,0.55708287,DASH,0.00872291,BTC,0.00139620,DASH,25.01.2017 16:57,413,Exchange,,76443215
Trade,0.55708287,DASH,0.00872291,BTC,0.00139620,DASH,25.01.2017 16:57,414,Exchange,,76443214
Trade,0.56954264,DASH,0.00891801,BTC,0.00142743,DASH,25.01.2017 16:57,415,Exchange,,76443213
Trade,1.03404576,DASH,0.01618851,BTC,0.00259159,DASH,25.01.2017 16:57,416,Exchange,,76443212
Trade,0.06220286,DASH,0.00097366,BTC,0.00015590,DASH,25.01.2017 16:57,417,Exchange,,76443211
Trade,0.15741179,DASH,0.00246397,BTC,0.00039452,DASH,25.01.2017 16:57,418,Exchange,,76443210
Trade,0.05213849,DASH,0.00081611,BTC,0.00013067,DASH,25.01.2017 16:57,419,Exchange,,76443209
Trade,0.04508436,DASH,0.00070569,BTC,0.00011299,DASH,25.01.2017 16:57,420,Exchange,,76443208
Trade,0.31396384,DASH,0.00491439,BTC,0.00078688,DASH,25.01.2017 16:57,421,Exchange,,76443207
Trade,0.22201255,DASH,0.00347510,BTC,0.00055642,DASH,25.01.2017 16:57,422,Exchange,,76443206
Trade,0.28606668,DASH,0.00447772,BTC,0.00071696,DASH,25.01.2017 16:57,423,Exchange,,76443205
Trade,0.19858609,DASH,0.00310841,BTC,0.00049771,DASH,25.01.2017 16:57,424,Exchange,,76443204
Trade,0.20779308,DASH,0.00325233,BTC,0.00052078,DASH,25.01.2017 16:57,425,Exchange,,76443203
Trade,0.20433000,DASH,0.00319804,BTC,0.00051211,DASH,25.01.2017 16:57,426,Exchange,,76443202
Trade,6.23522709,DASH,0.09758964,BTC,0.01562714,DASH,25.01.2017 16:57,427,Exchange,,76443201
Trade,0.29159330,DASH,0.00456351,BTC,0.00073081,DASH,25.01.2017 16:57,428,Exchange,,76443200
Trade,0.02425166,DASH,0.00037953,BTC,0.00006078,DASH,25.01.2017 16:57,429,Exchange,,76443199
Trade,0.01795491,DASH,0.00028097,BTC,0.00004500,DASH,25.01.2017 16:57,430,Exchange,,76443198
Trade,0.19204827,DASH,0.00300501,BTC,0.00048132,DASH,25.01.2017 16:57,431,Exchange,,76443197
Trade,0.02054740,DASH,0.00032150,BTC,0.00005150,DASH,25.01.2017 16:57,432,Exchange,,76443196
Trade,0.21524662,DASH,0.00336762,BTC,0.00053947,DASH,25.01.2017 16:57,433,Exchange,,76443195
Trade,0.09460264,DASH,0.00148008,BTC,0.00023710,DASH,25.01.2017 16:57,434,Exchange,,76443194
Trade,0.01691179,DASH,0.00026455,BTC,0.00004239,DASH,25.01.2017 16:57,435,Exchange,,76443193
Trade,114.27917166,DASH,1.78759432,BTC,0.28641396,DASH,25.01.2017 16:57,436,Exchange,,76443192
Trade,0.59850000,DASH,0.00936158,BTC,0.00150000,DASH,25.01.2017 16:57,437,Exchange,,76443191
Trade,49.81309586,DASH,0.77903187,BTC,0.12484485,DASH,25.01.2017 16:57,438,Exchange,,76443190
Trade,0.24146322,DASH,0.00377401,BTC,0.00060517,DASH,25.01.2017 16:57,439,Exchange,,76443189
Trade,0.15353000,DASH,0.00239958,BTC,0.00038479,DASH,25.01.2017 16:57,440,Exchange,,76443188
Trade,0.02536061,DASH,0.00039636,BTC,0.00006356,DASH,25.01.2017 16:57,441,Exchange,,76443187
Trade,0.09076840,DASH,0.00141863,BTC,0.00022749,DASH,25.01.2017 16:57,442,Exchange,,76443186
Trade,0.04987500,DASH,0.00077945,BTC,0.00012500,DASH,25.01.2017 16:57,443,Exchange,,76443185
Trade,0.00877509,DASH,0.00013713,BTC,0.00002199,DASH,25.01.2017 16:57,444,Exchange,,76443184
Trade,0.10262972,DASH,0.00160391,BTC,0.00025722,DASH,25.01.2017 16:57,445,Exchange,,76443183
Trade,0.31214412,DASH,0.00487823,BTC,0.00078232,DASH,25.01.2017 16:57,446,Exchange,,76443182
Trade,73.33262766,DASH,1.14605039,BTC,0.18379105,DASH,25.01.2017 16:57,447,Exchange,,76443181
Trade,141.52839211,DASH,2.21181990,BTC,0.35470775,DASH,25.01.2017 16:57,448,Exchange,,76443180
Auszahlung,0.0,,433.82500080,DASH,0.0,,25.01.2017 17:00,449,,,24902720.0XdjYqFZZTecLAubuVfFpr1eGLqb9CrZsKh
Trade,4.05717974,XMR,0.05328226,BTC,0.01016837,XMR,25.01.2017 17:04,450,Exchange,,76444073
Trade,2.95107163,XMR,0.03875592,BTC,0.00739617,XMR,25.01.2017 17:04,451,Exchange,,76444072
Einzahlung,433.77500080,DASH,0.0,,0.0,,25.01.2017 17:04,452,XdjYqFZZTecLAubuVfFpr1eGLqb9CrZsKh0.0OLD,,8e46b4627b45826f4d3f5efd87068827d419df8a65d696f3b2fac0e7a906b7fc_43377500080
Trade,0.01634262,XMR,0.00021440,BTC,0.00002455,XMR,25.01.2017 17:04,453,Exchange,,76444112
Trade,74.37082287,XMR,0.97572136,BTC,0.11172382,XMR,25.01.2017 17:15,454,Exchange,,76445422
Auszahlung,0.0,,42.96140069,DASH,0.0,,25.01.2017 21:01,455,XjPjmJrzmpQ9RnXKRSd3VRYpny53X5voY1,5f4dba50bd74f50b428f8257478097a08bdc90110d4baebe02223fffd0750c6c,FakeID_061e0270d9f57a5448c672345147c05a
Auszahlung,0.0,,89.24857393,DASH,0.0,,25.01.2017 21:01,456,XoszKh8op6rBcRTrgMiKMWXi88w14jUNFX,5f4dba50bd74f50b428f8257478097a08bdc90110d4baebe02223fffd0750c6c,FakeID_9e023085cd9df9681f1778beae575731
Einzahlung,132.20897453,DASH,0.0,,0.0,,25.01.2017 22:01,457,XxjjphSu68q9X11rqShwmW18sjGFz9gEWC,,5f4dba50bd74f50b428f8257478097a08bdc90110d4baebe02223fffd0750c6c_13220897453
Mining,1.94005101,DASH,0.0,,0.0,,25.01.2017 23:25,458,XoszKh8op6rBcRTrgMiKMWXi88w14jUNFX,14260da3791d6cbffab4402a42c5adc09d7f2c0779a682f5187629f0e3953f58,FakeID_9327371d041344169f4f1413b3a76693
Auszahlung,0.0,,434.00000000,DASH,0.0,,26.01.2017 18:26,459,,,24960880.0XdKjCgRERZ7hgwvz84xxWFYrUNCr9mMYT6
Einzahlung,433.95000000,DASH,0.0,,0.0,,26.01.2017 18:36,460,XdKjCgRERZ7hgwvz84xxWFYrUNCr9mMYT60.0OLD,,9dcd87ae7624fb883f349183741b28116ec41988babd5dd2169f3279a011a6ea_43395000000
Einzahlung,1000.00000000,DASH,0.0,,0.0,,26.01.2017 18:56,461,XvHmuos64CLeNLRM2Aoy7dwKxHtTMkhpg2,,9ed917802957c35f28fcae2e1e1fcbc929cd4d5227263c8b3bdb29f90c91d10f_100000000000
Einzahlung,7.81334044,DASH,0.0,,0.0,,26.01.2017 18:56,462,XkeUVSJLspxNYmBdDPCD6mX5kqZR4dM6wp0.0OLD,,9ed917802957c35f28fcae2e1e1fcbc929cd4d5227263c8b3bdb29f90c91d10f_781334044
Auszahlung,0.0,,7.87970011,DASH,0.0,,26.01.2017 18:56,463,XdV9SJhHvpfF3VyzjHSAU7PsZe9B1ip2yi0.0OLD,,9ed917802957c35f28fcae2e1e1fcbc929cd4d5227263c8b3bdb29f90c91d10f_0.0787970011
Auszahlung,0.0,,433.95000000,DASH,0.0,,26.01.2017 18:56,464,XdKjCgRERZ7hgwvz84xxWFYrUNCr9mMYT60.0OLD,,9ed917802957c35f28fcae2e1e1fcbc929cd4d5227263c8b3bdb29f90c91d10f_0.043395000000
Auszahlung,0.0,,433.77500080,DASH,0.0,,26.01.2017 18:56,465,XdjYqFZZTecLAubuVfFpr1eGLqb9CrZsKh0.0OLD,,9ed917802957c35f28fcae2e1e1fcbc929cd4d5227263c8b3bdb29f90c91d10f_0.043377500080
Auszahlung,0.0,,132.20897453,DASH,0.0,,26.01.2017 18:56,466,XxjjphSu68q9X11rqShwmW18sjGFz9gEWC,,9ed917802957c35f28fcae2e1e1fcbc929cd4d5227263c8b3bdb29f90c91d10f_0.013220897453
Mining,1.94055101,DASH,0.0,,0.0,,28.01.2017 20:22,467,XjPjmJrzmpQ9RnXKRSd3VRYpny53X5voY1,e75441649e0398237be837b03cd7b860e916393ecda543fbd78e9b6db636975b,FakeID_524cb28e4a3bbd9f6f4c2bf4a117e807
Einzahlung,2118.89951800,ETH,0.0,,0.0,,29.01.2017 14:44,468,,InternalTX: 0xfb9ebe8854c6905b660504ad6565fea6c596477e237628525ddfaeeec8608de1,
Auszahlung,0.0,,2118.89951800,ETH,0.0,,29.01.2017 14:44,469,,,0xCA915343a7B0c7078B19619310177b456b63e7370.00xfb9ebe8854c6905b660504ad6565fea6c596477e237628525ddfaeeec8608de1
Auszahlung,0.0,,2118.90488182,ETC,0.0,,29.01.2017 16:15,470,,,0x010a92a55851e0b2bf19e2332e36be3d7c2449f93cca6bdebc8d1fbf4429bfc2
Einzahlung,2118.90488182,ETC,0.0,,0.0,,29.01.2017 16:15,471,,,
Trade,0.21020169,BTC,149.99998392,ETC,0.00031578,BTC,29.01.2017 16:33,472,Exchange,,77581979
Trade,0.21020172,BTC,150.00000000,ETC,0.00031578,BTC,29.01.2017 16:33,473,Exchange,,77581988
Trade,0.21020172,BTC,150.00000000,ETC,0.00031578,BTC,29.01.2017 16:33,474,Exchange,,77581993
Trade,0.21020172,BTC,150.00000000,ETC,0.00031578,BTC,29.01.2017 16:33,475,Exchange,,77582003
Trade,0.21020172,BTC,150.00000000,ETC,0.00031578,BTC,29.01.2017 16:33,476,Exchange,,77582005
Trade,0.21020172,BTC,150.00000000,ETC,0.00031578,BTC,29.01.2017 16:33,477,Exchange,,77582011
Trade,0.14013448,BTC,100.00000000,ETC,0.00021052,BTC,29.01.2017 16:33,478,Exchange,,77582017
Trade,0.60070358,ETH,4.89910215,ETC,0.00150552,ETH,29.01.2017 16:34,479,Exchange,,77582289
Trade,4.66085115,ETH,37.97400000,ETC,0.00700178,ETH,29.01.2017 16:34,480,Exchange,,77582291
Trade,4.66085115,ETH,37.97400000,ETC,0.00700178,ETH,29.01.2017 16:34,481,Exchange,,77582320
Trade,32.38455342,ETH,263.85117000,ETC,0.04864980,ETH,29.01.2017 16:34,482,Exchange,,77582318
Trade,39.85309327,ETH,324.70064200,ETC,0.05986944,ETH,29.01.2017 16:34,483,Exchange,,77582323
Trade,1.94748315,ETH,15.86700000,ETC,0.00292561,ETH,29.01.2017 16:34,484,Exchange,,77582322
Trade,4.66085115,ETH,37.97400000,ETC,0.00700178,ETH,29.01.2017 16:34,485,Exchange,,77582324
Trade,1.94748315,ETH,15.86700000,ETC,0.00292561,ETH,29.01.2017 16:34,486,Exchange,,77582341
Trade,32.38405989,ETH,263.84714900,ETC,0.04864906,ETH,29.01.2017 16:34,487,Exchange,,77582343
Trade,4.66085115,ETH,37.97400000,ETC,0.00700178,ETH,29.01.2017 16:34,488,Exchange,,77582346
Trade,2.71328724,ETH,22.10634200,ETC,0.00407604,ETH,29.01.2017 16:34,489,Exchange,,77582345
Trade,6.85742813,ETH,55.87047667,ETC,0.01030159,ETH,29.01.2017 16:34,490,Exchange,,77582351
Trade,0.00000002,BTC,0.00001608,ETC,0.0,,29.01.2017 16:35,491,Exchange,,77582443
Trade,0.18224478,XMR,0.00250000,BTC,0.00045675,XMR,29.01.2017 16:35,492,Exchange,,77582504
Trade,0.73383873,XMR,0.01006666,BTC,0.00183919,XMR,29.01.2017 16:35,493,Exchange,,77582503
Trade,4.74365360,XMR,0.06500738,BTC,0.00712617,XMR,29.01.2017 16:36,494,Exchange,,77582658
Trade,96.59686690,XMR,1.32377081,BTC,0.14511297,XMR,29.01.2017 16:36,495,Exchange,,77582796
Auszahlung,0.0,,152.40369406,ETH,0.0,,29.01.2017 16:38,496,,,25116400.00xe50eDA5f2A121024350D81F3975363eA6930dE9e
Einzahlung,152.39369406,ETH,0.0,,0.0,,29.01.2017 16:38,497,,,0xe50eDA5f2A121024350D81F3975363eA6930dE9e0.00xf2a3df203a5c12897b940b80cf03fd6a37d3ab94807e4f303e63f6abddba2d7f
Mining,1.94005101,DASH,0.0,,0.0,,02.02.2017 01:01,498,XoszKh8op6rBcRTrgMiKMWXi88w14jUNFX,09e3335ef898f708c05069c2292332bb546c09f557ddda1d7962c7c7b8d388f3,FakeID_a116042bfafccb4a4d01e5109ae20416
Mining,1.94005101,DASH,0.0,,0.0,,04.02.2017 02:11,499,XvHmuos64CLeNLRM2Aoy7dwKxHtTMkhpg2,,78d34b88271867e327f98050362472f06d2987381c89dda319cd2db357983a71_194005101
Mining,1.94072723,DASH,0.0,,0.0,,04.02.2017 17:55,500,XjPjmJrzmpQ9RnXKRSd3VRYpny53X5voY1,c15324cae866aaf13fc03b9a86f0bc07a215ce764ed2e24dcfa325cb549c7d2d,FakeID_b78bdd7bf21e3d16f7db4bfc90f18541
Ausgabe,0.0,,1.00000000,DASH,0.0,,08.02.2017 16:51,501,XvHmuos64CLeNLRM2Aoy7dwKxHtTMkhpg2,Donation to moocowmoo !?,a337c84b0083fa1f946673dfc1b26505ed6e13126edbe5f0cce355372b84aa9a_0.0194005101
Einzahlung,0.93905101,DASH,0.0,,0.0,,08.02.2017 16:51,502,XhYwvM7bShnGWBh6sJ7HDYDU6vKFkYCT6Z,a337c84b0083fa1f946673dfc1b26505ed6e13126edbe5f0cce355372b84aa9a,FakeID_eeffd622c9a169515397ad44543ed024
Auszahlung,0.0,,1.94005101,DASH,0.0,,08.02.2017 16:51,503,XvHmuos64CLeNLRM2Aoy7dwKxHtTMkhpg2,,
Einzahlung,1.00000000,DASH,0.0,,0.0,,08.02.2017 16:51,504,XvHmuos64CLeNLRM2Aoy7dwKxHtTMkhpg2,Donation to moocowmoo !?,
Mining,1.94065101,DASH,0.0,,0.0,,14.02.2017 11:23,505,XoszKh8op6rBcRTrgMiKMWXi88w14jUNFX,68085c7e942eab6a55563cde3bb42d852de84be4d042101bb0b09aa0fc11b1af,FakeID_bb9f5ae6d348338b2464cf24dd14923a
Mining,1.96181601,DASH,0.0,,0.0,,14.02.2017 13:14,506,XjPjmJrzmpQ9RnXKRSd3VRYpny53X5voY1,045c755523f5d8499b3f89522c119c1ab615da253442324150940e438b0e4e48,FakeID_6989ef9293203c800a5c88b5674cfa82
Mining,1.94024928,DASH,0.0,,0.0,,14.02.2017 14:53,507,XvHmuos64CLeNLRM2Aoy7dwKxHtTMkhpg2,,e89e4d41ebd1ffdca164822e3411a04896450e67466e799236e53216446097ae_194024928
Mining,1.94134243,DASH,0.0,,0.0,,18.02.2017 13:03,508,XjPjmJrzmpQ9RnXKRSd3VRYpny53X5voY1,9e6b4c3f811a472adf8e9e9b5f0883b207fdd499bbcd4d542d5a4de1e6fe8598,FakeID_01801d5900c7850d53a79aff74413d34
Mining,1.94099862,DASH,0.0,,0.0,,18.02.2017 14:10,509,XoszKh8op6rBcRTrgMiKMWXi88w14jUNFX,cf8357bfc56ad6bd08b968f30eeb4dd8bd23da478a073f3e0cafd320e19d100d,FakeID_02eb544aae770dd10d75ee6ae711a8d4
Auszahlung,0.0,,1.94024928,DASH,0.0,,18.02.2017 14:28,510,XvHmuos64CLeNLRM2Aoy7dwKxHtTMkhpg2,,68666bcc6a97864d33242d29aaa090986000c6fc5155e807acc694f4063a1c27_0.0194024928
Auszahlung,0.0,,5.84309425,DASH,0.0,,18.02.2017 14:28,511,XjPjmJrzmpQ9RnXKRSd3VRYpny53X5voY1,68666bcc6a97864d33242d29aaa090986000c6fc5155e807acc694f4063a1c27,FakeID_84e7c214dffa0562e2b6a8bfc6548f87
Auszahlung,0.0,,5.82075303,DASH,0.0,,18.02.2017 14:28,512,XoszKh8op6rBcRTrgMiKMWXi88w14jUNFX,68666bcc6a97864d33242d29aaa090986000c6fc5155e807acc694f4063a1c27,FakeID_117780007c3ef27dd99d8ac00bd15291
Auszahlung,0.0,,0.93905101,DASH,0.0,,18.02.2017 14:28,513,XhYwvM7bShnGWBh6sJ7HDYDU6vKFkYCT6Z,68666bcc6a97864d33242d29aaa090986000c6fc5155e807acc694f4063a1c27,FakeID_67289671c76d3cad0082ed7c7732bf56
Einzahlung,300329.86489000,BTS,0.0,,0.0,,18.02.2017 15:14,514,,,b6045b6aa5f6bcc331d9e054b32e86cbf8e9984f
Einzahlung,14.54290277,DASH,0.0,,0.0,,18.02.2017 15:21,515,,,68666bcc6a97864d33242d29aaa090986000c6fc5155e807acc694f4063a1c27
Trade,0.00873474,BTC,2366.65693989,BTS,0.00002189,BTC,18.02.2017 15:22,516,Exchange,,81525134
Trade,0.18453750,BTC,50000.00000000,BTS,0.00046250,BTC,18.02.2017 15:22,517,Exchange,,81525133
Trade,0.11066795,BTC,29985.21891892,BTS,0.00027736,BTC,18.02.2017 15:22,518,Exchange,,81525132
Trade,0.00011933,BTC,32.33369100,BTS,0.00000030,BTC,18.02.2017 15:22,519,Exchange,,81525131
Trade,0.17290263,BTC,46470.77200000,BTS,0.00043334,BTC,18.02.2017 15:22,520,Exchange,,81525130
Trade,0.01875781,BTC,5028.02816624,BTS,0.00004701,BTC,18.02.2017 15:22,521,Exchange,,81525129
Trade,0.37306500,BTC,100000.00000000,BTS,0.00093500,BTC,18.02.2017 15:22,522,Exchange,,81525128
Trade,0.00147891,BTC,395.36667643,BTS,0.00000371,BTC,18.02.2017 15:22,523,Exchange,,81525127
Trade,0.00147891,BTC,395.36667643,BTS,0.00000371,BTC,18.02.2017 15:22,524,Exchange,,81525126
Trade,0.00147891,BTC,395.36667643,BTS,0.00000371,BTC,18.02.2017 15:22,525,Exchange,,81525125
Trade,0.00154052,BTC,411.83716926,BTS,0.00000386,BTC,18.02.2017 15:22,526,Exchange,,81525124
Trade,0.00147345,BTC,393.90485218,BTS,0.00000369,BTC,18.02.2017 15:22,527,Exchange,,81525123
Trade,0.00135141,BTC,361.28221121,BTS,0.00000339,BTC,18.02.2017 15:22,528,Exchange,,81525122
Trade,0.10959004,BTC,29935.88638898,BTS,0.00027466,BTC,18.02.2017 15:22,529,Exchange,,81525143
Trade,0.00366083,BTC,1000.00000000,BTS,0.00000918,BTC,18.02.2017 15:22,530,Exchange,,81525142
Trade,0.00049874,BTC,136.23978201,BTS,0.00000125,BTC,18.02.2017 15:22,531,Exchange,,81525141
Trade,0.00010333,BTC,28.22777391,BTS,0.00000026,BTC,18.02.2017 15:22,532,Exchange,,81525140
Trade,0.00637494,BTC,1741.39537416,BTS,0.00001598,BTC,18.02.2017 15:22,533,Exchange,,81525139
Trade,0.06424267,BTC,17501.00000000,BTS,0.00016101,BTC,18.02.2017 15:22,534,Exchange,,81525138
Trade,0.00010335,BTC,28.15550601,BTS,0.00000026,BTC,18.02.2017 15:22,535,Exchange,,81525137
Trade,0.00049874,BTC,135.86956521,BTS,0.00000125,BTC,18.02.2017 15:22,536,Exchange,,81525136
Trade,0.04987499,BTC,13586.95652173,BTS,0.00012500,BTC,18.02.2017 15:22,537,Exchange,,81525135
Trade,0.28147748,BTC,14.34585388,DASH,0.00070546,BTC,18.02.2017 16:08,538,Exchange,,81531527
Trade,0.00388198,BTC,0.19704889,DASH,0.00000973,BTC,18.02.2017 16:08,539,Exchange,,81531526
Trade,115.53563544,ETH,1.39789431,BTC,0.28956300,ETH,18.02.2017 16:09,540,Exchange,,81531641
Trade,0.22245119,DASH,0.43608267,XMR,0.00055752,DASH,20.02.2017 09:02,541,Exchange,,81819644
Trade,0.01999178,DASH,0.03889201,XMR,0.00005010,DASH,20.02.2017 09:02,542,Exchange,,81819643
Trade,0.33923824,DASH,0.65722775,XMR,0.00085022,DASH,20.02.2017 09:02,543,Exchange,,81819642
Trade,0.40766751,DASH,0.78892917,XMR,0.00102172,DASH,20.02.2017 09:02,544,Exchange,,81819641
Trade,0.40749654,DASH,0.78851732,XMR,0.00102129,DASH,20.02.2017 09:02,545,Exchange,,81819640
Trade,0.41563474,DASH,0.80424087,XMR,0.00104169,DASH,20.02.2017 09:02,546,Exchange,,81819639
Trade,0.47099884,DASH,0.90324180,XMR,0.00118045,DASH,20.02.2017 09:02,547,Exchange,,81819638
Trade,3.79050000,DASH,7.16659871,XMR,0.00950000,DASH,20.02.2017 09:02,548,Exchange,,81819637
Trade,0.75172842,DASH,1.47538782,XMR,0.00112929,DASH,20.02.2017 09:02,549,Exchange,,81819652
Trade,0.35575157,DASH,0.69821962,XMR,0.00053443,DASH,20.02.2017 09:02,550,Exchange,,81819660
Trade,69.66731710,DASH,136.73330471,XMR,0.10465796,DASH,20.02.2017 09:02,551,Exchange,,81819658
Trade,0.46871080,DASH,0.91992025,XMR,0.00070412,DASH,20.02.2017 09:02,552,Exchange,,81819656
Trade,1.60589781,DASH,3.15183251,XMR,0.00241247,DASH,20.02.2017 09:02,553,Exchange,,81819662
Trade,14.64351203,DASH,28.74024544,XMR,0.02199827,DASH,20.02.2017 09:02,554,Exchange,,81819661
Trade,0.18055562,DASH,0.34250128,XMR,0.00045252,DASH,20.02.2017 09:02,555,Exchange,,81819744
Mining,1.95442630,DASH,0.0,,0.0,,23.02.2017 18:36,556,XoszKh8op6rBcRTrgMiKMWXi88w14jUNFX,a5d184194b3eb61dab2c5b5d89d880b18d30d7e15cf43ea40e671936b8ceb82d,FakeID_4060a847c754d6a717161a3e4e40dcb4
Mining,1.94578242,DASH,0.0,,0.0,,27.02.2017 21:32,557,XjPjmJrzmpQ9RnXKRSd3VRYpny53X5voY1,5e9c6996c3371436695fa7778d83cb0b097a44301385255da08ad0e0123e8ff3,FakeID_b1b92d9d4f0e63b1e6d95d75cd7f9bf9
Mining,1.94080049,DASH,0.0,,0.0,,28.02.2017 08:36,558,XvHmuos64CLeNLRM2Aoy7dwKxHtTMkhpg2,,f0129187a64ab8b41f43f37fb1f84d8207e7d2b36aa89a24faa91a0cd966d7d9_194080049
Auszahlung,0.0,,3.88712485,DASH,0.0,,28.02.2017 11:16,559,XjPjmJrzmpQ9RnXKRSd3VRYpny53X5voY1,cb3ec271a057c5ef8c0944216ad2f7e633d7e32576a89826081d84416dc43054,FakeID_e6ade7800b4f3e5c58e8b4db81907da4
Auszahlung,0.0,,3.89542492,DASH,0.0,,28.02.2017 11:16,560,XoszKh8op6rBcRTrgMiKMWXi88w14jUNFX,cb3ec271a057c5ef8c0944216ad2f7e633d7e32576a89826081d84416dc43054,FakeID_c26ad27a03ed0c8fe0918e7ac3b8d474
Auszahlung,0.0,,93.74745224,DASH,0.0,,28.02.2017 11:58,561,,,26883330.0XpomQWjhLUrkid1mK1wogr7vZnFgnYdZiU
Einzahlung,93.69745224,DASH,0.0,,0.0,,28.02.2017 12:01,562,XpomQWjhLUrkid1mK1wogr7vZnFgnYdZiU0.0OLD,,856ba8956978b4181834011161da32f3a9ed307a714c5b41195da47c667413d6_9369745224
Auszahlung,0.0,,93.69745224,DASH,0.0,,28.02.2017 12:16,563,XpomQWjhLUrkid1mK1wogr7vZnFgnYdZiU0.0OLD,,cb3ec271a057c5ef8c0944216ad2f7e633d7e32576a89826081d84416dc43054_0.09369745224
Mining,0.16566756,DASH,0.0,,0.0,,01.03.2017 11:34,564,XpomQWjhLUrkid1mK1wogr7vZnFgnYdZiU0.0OLD,,f78c5b0d402f7ff4c69fbadc40198e7d50b2956b315e90c9d2b7ad3de29ecf8f_16566756
Einzahlung,5.12881386,BTC,0.0,,0.0,,01.03.2017 12:09,565,,,cf9b6cb5f51d7162c9fba4ebad4396540f44d4444bcad79ddc107d731477706d
Trade,49.08057498,DASH,1.51908586,BTC,0.12300896,DASH,01.03.2017 12:14,566,Exchange,,83535195
Trade,0.26719622,DASH,0.00826602,BTC,0.00066966,DASH,01.03.2017 12:14,567,Exchange,,83535194
Trade,0.09975000,DASH,0.00308555,BTC,0.00025000,DASH,01.03.2017 12:14,568,Exchange,,83535193
Trade,1.27546334,DASH,0.03944893,BTC,0.00319665,DASH,01.03.2017 12:14,569,Exchange,,83535192
Trade,0.02004940,DASH,0.00062009,BTC,0.00005025,DASH,01.03.2017 12:14,570,Exchange,,83535191
Trade,0.22788375,DASH,0.00704783,BTC,0.00057114,DASH,01.03.2017 12:14,571,Exchange,,83535190
Trade,0.00398402,DASH,0.00012321,BTC,0.00000999,DASH,01.03.2017 12:14,572,Exchange,,83535189
Trade,1.37862081,DASH,0.04263651,BTC,0.00345519,DASH,01.03.2017 12:14,573,Exchange,,83535188
Trade,0.04987500,DASH,0.00154217,BTC,0.00012500,DASH,01.03.2017 12:14,574,Exchange,,83535187
Trade,0.21685308,DASH,0.00670043,BTC,0.00054349,DASH,01.03.2017 12:14,575,Exchange,,83535186
Trade,0.03330001,DASH,0.00102878,BTC,0.00008346,DASH,01.03.2017 12:14,576,Exchange,,83535185
Trade,0.33582748,DASH,0.01037207,BTC,0.00084167,DASH,01.03.2017 12:14,577,Exchange,,83535184
Trade,0.04681327,DASH,0.00144548,BTC,0.00011733,DASH,01.03.2017 12:14,578,Exchange,,83535183
Trade,0.00997500,DASH,0.00030800,BTC,0.00002500,DASH,01.03.2017 12:14,579,Exchange,,83535182
Trade,0.99750000,DASH,0.03080000,BTC,0.00250000,DASH,01.03.2017 12:14,580,Exchange,,83535181
Trade,4.91082886,DASH,0.15163261,BTC,0.01230784,DASH,01.03.2017 12:14,581,Exchange,,83535180
Trade,12.48891394,DASH,0.38562260,BTC,0.03130054,DASH,01.03.2017 12:14,582,Exchange,,83535179
Trade,9.46917181,DASH,0.29238135,BTC,0.02373226,DASH,01.03.2017 12:14,583,Exchange,,83535178
Trade,4.98001875,DASH,0.15376895,BTC,0.01248125,DASH,01.03.2017 12:14,584,Exchange,,83535177
Trade,8.10026930,DASH,0.25011349,BTC,0.02030143,DASH,01.03.2017 12:14,585,Exchange,,83535176
Trade,1.01570470,DASH,0.03136204,BTC,0.00254563,DASH,01.03.2017 12:14,586,Exchange,,83535175
Trade,28.81926337,DASH,0.88985622,BTC,0.07222873,DASH,01.03.2017 12:14,587,Exchange,,83535174
Trade,0.00980676,DASH,0.00030322,BTC,0.00001473,DASH,01.03.2017 12:14,588,Exchange,,83535209
Trade,41.91263993,DASH,1.29593295,BTC,0.06296341,DASH,01.03.2017 12:14,589,Exchange,,83535214
Trade,0.17219259,DASH,0.00532950,BTC,0.00043156,DASH,01.03.2017 12:17,590,Exchange,,83535427
Trade,0.00237579,DASH,0.00687892,XMR,0.00000595,DASH,01.03.2017 12:18,591,Exchange,,83535530
Auszahlung,0.0,,165.92485226,DASH,0.0,,01.03.2017 12:22,592,,,26957770.0Xu2agpMM6KegfbmuV6bxt2icntKQE716JW
Einzahlung,165.87485226,DASH,0.0,,0.0,,01.03.2017 12:26,593,Xu2agpMM6KegfbmuV6bxt2icntKQE716JW0.0OLD,,49c7b09512fdc31408bd09bb94af2212d38d069d28ac4aaac9c44f73c0612d39_16587485226
Auszahlung,0.0,,1.94080049,DASH,0.0,,01.03.2017 12:42,594,XvHmuos64CLeNLRM2Aoy7dwKxHtTMkhpg2,,d862a0fd5aac2fdb1d98d9d4ab72d185f53f7f48813a45e9f54fd386d91a3f02_0.0194080049
